stamp,data
1546753253.23,85.0
1546753253.24,88.0
1546753253.25,85.0
1546753253.26,87.0
1546753253.27,86.0
1546753253.28,86.0
1546753253.29,87.0
1546753253.3,84.0
1546753253.31,85.0
1546753253.32,84.0
1546753253.33,83.0
1546753253.35,86.0
1546753253.35,83.0
1546753253.36,85.0
1546753253.37,83.0
1546753253.38,84.0
1546753253.39,86.0
1546753253.4,83.0
1546753253.41,85.0
1546753253.42,83.0
1546753253.43,82.0
1546753253.44,84.0
1546753253.45,82.0
1546753253.46,83.0
1546753253.47,82.0
1546753253.48,82.0
1546753253.49,83.0
1546753253.5,82.0
1546753253.51,82.0
1546753253.52,82.0
1546753253.53,82.0
1546753253.54,84.0
1546753253.55,82.0
1546753253.56,84.0
1546753253.57,82.0
1546753253.58,82.0
1546753253.59,83.0
1546753253.6,81.0
1546753253.61,83.0
1546753253.62,82.0
1546753253.64,82.0
1546753253.64,84.0
1546753253.65,82.0
1546753253.66,82.0
1546753253.67,82.0
1546753253.68,82.0
1546753253.69,83.0
1546753253.7,82.0
1546753253.71,81.0
1546753253.72,82.0
1546753253.73,82.0
1546753253.74,81.0
1546753253.75,81.0
1546753253.76,79.0
1546753253.77,79.0
1546753253.78,81.0
1546753253.79,79.0
1546753253.8,83.0
1546753253.81,82.0
1546753253.82,87.0
1546753253.83,93.0
1546753253.84,96.0
1546753253.85,107.0
1546753253.86,108.0
1546753253.87,115.0
1546753253.88,122.0
1546753253.89,122.0
1546753253.9,132.0
1546753253.92,131.0
1546753253.92,139.0
1546753253.93,146.0
1546753253.94,146.0
1546753253.95,156.0
1546753253.96,155.0
1546753253.97,161.0
1546753253.98,163.0
1546753253.99,159.0
1546753254.0,162.0
1546753254.01,157.0
1546753254.02,158.0
1546753254.03,157.0
1546753254.05,149.0
1546753254.05,153.0
1546753254.07,147.0
1546753254.07,149.0
1546753254.09,149.0
1546753254.09,142.0
1546753254.1,146.0
1546753254.11,139.0
1546753254.12,139.0
1546753254.13,138.0
1546753254.15,131.0
1546753254.15,131.0
1546753254.16,125.0
1546753254.17,124.0
1546753254.18,122.0
1546753254.19,115.0
1546753254.2,116.0
1546753254.21,111.0
1546753254.22,111.0
1546753254.23,113.0
1546753254.25,108.0
1546753254.25,109.0
1546753254.26,106.0
1546753254.27,107.0
1546753254.28,109.0
1546753254.29,103.0
1546753254.3,106.0
1546753254.31,101.0
1546753254.32,99.0
1546753254.33,100.0
1546753254.35,94.0
1546753254.35,96.0
1546753254.36,92.0
1546753254.37,93.0
1546753254.38,94.0
1546753254.39,91.0
1546753254.4,92.0
1546753254.41,90.0
1546753254.42,90.0
1546753254.43,92.0
1546753254.44,89.0
1546753254.45,91.0
1546753254.46,87.0
1546753254.47,87.0
1546753254.48,88.0
1546753254.49,85.0
1546753254.5,87.0
1546753254.51,83.0
1546753254.52,83.0
1546753254.53,83.0
1546753254.54,83.0
1546753254.55,82.0
1546753254.57,80.0
1546753254.57,80.0
1546753254.58,80.0
1546753254.6,81.0
1546753254.6,79.0
1546753254.61,79.0
1546753254.62,80.0
1546753254.63,80.0
1546753254.64,81.0
1546753254.65,79.0
1546753254.67,79.0
1546753254.67,79.0
1546753254.68,80.0
1546753254.69,81.0
1546753254.7,80.0
1546753254.71,80.0
1546753254.72,81.0
1546753254.73,81.0
1546753254.74,81.0
1546753254.75,79.0
1546753254.77,78.0
1546753254.77,79.0
1546753254.78,80.0
1546753254.79,82.0
1546753254.8,80.0
1546753254.81,80.0
