stamp,data
1546752953.17,63.0
1546752953.18,64.0
1546752953.19,65.0
1546752953.2,64.0
1546752953.21,62.0
1546752953.22,63.0
1546752953.23,63.0
1546752953.24,64.0
1546752953.25,64.0
1546752953.26,62.0
1546752953.27,63.0
1546752953.28,64.0
1546752953.29,66.0
1546752953.31,65.0
1546752953.31,64.0
1546752953.32,65.0
1546752953.33,66.0
1546752953.34,68.0
1546752953.35,65.0
1546752953.36,66.0
1546752953.37,67.0
1546752953.38,66.0
1546752953.39,67.0
1546752953.4,65.0
1546752953.41,65.0
1546752953.42,66.0
1546752953.43,65.0
1546752953.44,67.0
1546752953.45,64.0
1546752953.46,65.0
1546752953.47,64.0
1546752953.48,64.0
1546752953.49,64.0
1546752953.5,63.0
1546752953.51,63.0
1546752953.52,62.0
1546752953.53,62.0
1546752953.54,62.0
1546752953.55,64.0
1546752953.56,66.0
1546752953.57,70.0
1546752953.59,80.0
1546752953.59,86.0
1546752953.6,99.0
1546752953.61,107.0
1546752953.62,116.0
1546752953.64,126.0
1546752953.64,131.0
1546752953.65,142.0
1546752953.66,147.0
1546752953.67,150.0
1546752953.68,154.0
1546752953.69,150.0
1546752953.7,152.0
1546752953.71,147.0
1546752953.72,141.0
1546752953.74,136.0
1546752953.74,126.0
1546752953.75,118.0
1546752953.76,111.0
1546752953.77,106.0
1546752953.79,100.0
1546752953.79,98.0
1546752953.8,94.0
1546752953.81,90.0
1546752953.82,89.0
1546752953.84,88.0
1546752953.84,92.0
1546752953.85,90.0
1546752953.86,91.0
1546752953.87,94.0
1546752953.88,92.0
1546752953.89,95.0
1546752953.9,94.0
1546752953.91,94.0
1546752953.92,97.0
1546752953.94,94.0
1546752953.94,98.0
1546752953.95,97.0
1546752953.96,98.0
1546752953.97,101.0
1546752953.98,99.0
1546752953.99,101.0
1546752954.0,101.0
1546752954.01,101.0
1546752954.02,101.0
1546752954.04,97.0
1546752954.04,98.0
1546752954.05,95.0
1546752954.06,94.0
1546752954.07,94.0
1546752954.09,91.0
1546752954.1,92.0
1546752954.1,90.0
