stamp,data
1546748692.29,160.0
1546748692.33,158.0
1546748692.34,159.0
1546748692.35,160.0
1546748692.36,158.0
1546748692.36,160.0
1546748692.37,157.0
1546748692.37,157.0
1546748692.38,161.0
1546748692.4,156.0
1546748692.41,159.0
1546748692.41,156.0
1546748692.42,156.0
1546748692.44,161.0
1546748692.44,158.0
1546748692.46,160.0
1546748692.46,157.0
1546748692.47,156.0
1546748692.48,161.0
1546748692.48,155.0
1546748692.49,161.0
1546748692.5,156.0
1546748692.51,160.0
1546748692.51,164.0
1546748692.52,160.0
1546748692.53,164.0
1546748692.55,161.0
1546748692.56,161.0
1546748692.56,165.0
1546748692.59,160.0
1546748692.59,160.0
1546748692.6,158.0
1546748692.6,157.0
1546748692.61,160.0
1546748692.61,157.0
1546748692.64,155.0
1546748692.64,154.0
1546748692.65,155.0
1546748692.66,159.0
1546748692.67,157.0
1546748692.68,158.0
1546748692.69,158.0
1546748692.7,159.0
1546748692.7,162.0
1546748692.71,159.0
1546748692.71,161.0
1546748692.74,161.0
1546748692.74,161.0
1546748692.76,163.0
1546748692.76,158.0
1546748692.77,157.0
1546748692.79,156.0
1546748692.79,155.0
1546748692.82,159.0
1546748692.83,155.0
1546748692.83,153.0
1546748692.84,154.0
1546748692.84,155.0
1546748692.85,159.0
1546748692.85,156.0
1546748692.86,157.0
1546748692.87,155.0
1546748692.88,157.0
1546748692.88,162.0
1546748692.89,156.0
1546748692.89,160.0
1546748692.9,159.0
1546748692.91,158.0
1546748692.92,163.0
1546748692.92,159.0
1546748692.92,159.0
1546748692.93,158.0
1546748692.94,158.0
1546748692.95,162.0
1546748692.97,157.0
1546748692.98,156.0
1546748692.98,157.0
1546748692.99,156.0
1546748692.99,160.0
1546748693.0,156.0
1546748693.0,155.0
1546748693.01,156.0
1546748693.02,157.0
1546748693.02,159.0
1546748693.03,155.0
1546748693.04,158.0
1546748693.05,158.0
1546748693.06,158.0
1546748693.07,163.0
1546748693.09,158.0
1546748693.09,161.0
1546748693.1,160.0
1546748693.11,160.0
1546748693.12,163.0
1546748693.13,158.0
1546748693.14,157.0
1546748693.15,158.0
1546748693.17,158.0
1546748693.18,161.0
1546748693.18,160.0
1546748693.19,159.0
1546748693.2,160.0
1546748693.21,158.0
1546748693.22,162.0
1546748693.23,159.0
1546748693.24,157.0
1546748693.25,157.0
1546748693.26,156.0
1546748693.27,161.0
1546748693.28,157.0
1546748693.29,156.0
1546748693.3,157.0
1546748693.31,156.0
1546748693.32,159.0
1546748693.34,156.0
1546748693.34,158.0
1546748693.35,158.0
1546748693.36,158.0
1546748693.37,158.0
1546748693.38,155.0
1546748693.39,155.0
1546748693.4,157.0
1546748693.41,156.0
1546748693.42,158.0
1546748693.43,156.0
1546748693.44,153.0
1546748693.45,156.0
1546748693.46,155.0
1546748693.47,161.0
1546748693.48,157.0
1546748693.5,159.0
1546748693.51,160.0
1546748693.51,161.0
1546748693.52,166.0
1546748693.53,163.0
1546748693.55,160.0
1546748693.56,162.0
1546748693.57,164.0
1546748693.58,163.0
1546748693.58,158.0
1546748693.59,159.0
1546748693.6,162.0
1546748693.61,162.0
1546748693.62,162.0
1546748693.63,162.0
1546748693.64,159.0
1546748693.65,162.0
1546748693.66,160.0
1546748693.67,160.0
1546748693.68,159.0
1546748693.69,156.0
1546748693.7,158.0
1546748693.71,158.0
1546748693.72,159.0
1546748693.73,158.0
1546748693.74,157.0
1546748693.75,159.0
1546748693.76,159.0
1546748693.77,160.0
1546748693.78,158.0
1546748693.79,155.0
1546748693.8,158.0
1546748693.81,159.0
1546748693.82,159.0
1546748693.83,158.0
1546748693.84,155.0
1546748693.85,158.0
1546748693.86,156.0
1546748693.87,161.0
1546748693.89,157.0
1546748693.89,159.0
1546748693.9,160.0
1546748693.91,160.0
1546748693.92,162.0
1546748693.93,160.0
1546748693.94,159.0
1546748693.95,160.0
1546748693.96,160.0
1546748693.97,161.0
1546748693.98,160.0
1546748693.99,156.0
1546748694.0,159.0
1546748694.01,159.0
1546748694.02,160.0
1546748694.03,158.0
1546748694.04,156.0
1546748694.05,160.0
1546748694.06,159.0
1546748694.07,158.0
1546748694.08,158.0
1546748694.09,158.0
1546748694.1,160.0
1546748694.11,159.0
1546748694.12,161.0
1546748694.13,156.0
1546748694.14,158.0
1546748694.15,160.0
1546748694.16,156.0
1546748694.17,169.0
1546748694.19,160.0
1546748694.19,168.0
1546748694.2,171.0
1546748694.22,167.0
1546748694.22,177.0
1546748694.23,168.0
1546748694.24,169.0
1546748694.25,169.0
1546748694.26,169.0
1546748694.27,166.0
1546748694.28,165.0
1546748694.29,162.0
1546748694.3,165.0
1546748694.31,164.0
1546748694.32,160.0
1546748694.33,161.0
1546748694.34,159.0
1546748694.35,163.0
1546748694.36,164.0
1546748694.37,157.0
1546748694.38,163.0
1546748694.39,158.0
1546748694.4,162.0
1546748694.41,163.0
1546748694.42,158.0
1546748694.43,163.0
1546748694.44,160.0
1546748694.45,163.0
